case_name,large_nsd_12,large_nsd_10,large_nsd_11,large_nsd_13,large_nsd_17,small_nsd_8,small_nsd_2,small_nsd_3,small_nsd_5,small_nsd_7,vessel_cldice_1,vessel_cldice_9,vessel_cldice_15,vessel_cldice_20,vessel_cldice_21,nonpdac_nsd_24,nonpdac_nsd_25,pdac_nsd_23,tubular_cldice_6,tubular_cldice_16
BDMAP_O0000021,4.3802013187074404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan
BDMAP_O0000064,13.080268588772153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,nan,0.0,15.567765567765568,nan
BDMAP_O0000028,17.086049721413985,0.0,0.0,0.0,1.1776982389651551,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,nan
BDMAP_O0000258,5.894681578158755,0.0,0.0,0.0,7.215186997535929,0.0,0.0,0.0,0.0,0.0,30.630630630630627,nan,nan,nan,nan,nan,0.0,0.0,8.885872080466509,nan
BDMAP_O0000032,26.497589079802726,0.0,9.25059521432866,0.0,17.26126841214355,0.0,0.0,0.0,0.0,0.0,28.235294117647058,7.751937984496124,nan,nan,nan,nan,nan,0.0,9.477444055416669,nan
BDMAP_O0000036,1.958832262721814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,0.0,9.136756615142781,nan
BDMAP_O0000031,17.997627756309438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,5.31105847151228,nan
BDMAP_O0000003,7.846022968891241,0.0,0.0,0.0,0.9964280795679678,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.765255634964266,nan
BDMAP_O0000059,14.443811688292685,0.0,2.8028172961535502,0.0,0.9163496504332331,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,6.80193012034184,0.0
BDMAP_O0000016,10.003637127466886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,16.948180349892077,nan
BDMAP_O0000058,1.8776746588431186,0.0,12.153478701623243,8.802512127924803,0.6782989067344481,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,34.602780792887785,nan
BDMAP_O0000038,2.6295684444033496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,0.0,43.36910274058315,nan
BDMAP_O0000019,15.763851973334827,0.0,0.0,0.0,0.1099463113509443,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan
BDMAP_O0000022,18.549660420925328,0.0,2.814525954969107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,nan,0.0,42.09555623081517,nan
BDMAP_O0000048,0.9004605247760629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,nan
BDMAP_O0000010,12.644209577035873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,nan,0.0,3.2832121226293762,nan
BDMAP_O0000017,1.8498120860250804,0.0,0.0,0.0,0.14103093436635458,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan
