case_name,ssim_3d,psnr_3d
BDMAP_O0000058,94.75419521331787,33.039696053598036
BDMAP_O0000059,94.34615969657898,31.64515979089392
BDMAP_O0000259,94.63295340538025,29.934108011912674
BDMAP_O0000258,95.80621123313904,32.249673542222524
BDMAP_O0000049,92.34282374382019,28.92719489027277
BDMAP_O0000029,96.20625972747803,30.740787647598516
BDMAP_O0000016,94.58932876586914,29.32326248422161
BDMAP_O0000003,95.62897682189941,30.214006140309078
BDMAP_O0000096,96.82154059410095,32.99408553761634
BDMAP_O0000018,92.59269833564758,31.452870321417265
BDMAP_O0000023,95.82052230834961,31.443099227910906
BDMAP_O0000021,96.31149172782898,33.06871957608343
BDMAP_O0000012,95.88094353675842,33.079997721252965
BDMAP_O0000046,94.14200186729431,29.63996401173211
BDMAP_O0000022,96.14880084991455,32.8208479517732
BDMAP_O0000048,94.93064880371094,32.08006356870307
BDMAP_O0000014,94.4011926651001,31.135623876276803
BDMAP_O0000050,93.06877255439758,30.581819081282802
BDMAP_O0000033,93.39413046836853,30.349648288732926
BDMAP_O0000019,96.3503360748291,30.75278587998211
BDMAP_O0000004,94.72190737724304,32.253689348849704
BDMAP_O0000043,95.0718104839325,30.551442752385217
BDMAP_O0000038,95.7659661769867,33.19333381338568
BDMAP_O0000039,95.34351825714111,32.00751417349207
BDMAP_O0000037,94.64080333709717,32.23625558183801
BDMAP_O0000005,94.05480027198792,30.955791390652333
BDMAP_O0000045,90.65133929252625,28.61441807313763
BDMAP_O0000044,91.13418459892273,26.70735610377458
BDMAP_O0000020,93.01055073738098,31.292310139566283
BDMAP_O0000460,95.20244002342224,32.34405664769019
BDMAP_O0000465,94.46269869804382,30.614951005505535
BDMAP_O0000047,75.69453120231628,19.440219061885035
BDMAP_O0000008,94.71032619476318,29.902307021238748
BDMAP_O0000001,93.9506471157074,31.572182871323356
BDMAP_O0000461,94.19469237327576,30.71000476847732
BDMAP_O0000002,93.32874417304993,30.448467782910804
