case_name,ssim_3d,psnr_3d
BDMAP_O0000058,92.72961616516113,31.01973710742501
BDMAP_O0000259,93.01450848579407,29.093333339997017
BDMAP_O0000021,94.29853558540344,31.337967780246725
BDMAP_O0000049,89.4435465335846,27.3289300715491
BDMAP_O0000258,94.26234364509583,30.25042472582078
BDMAP_O0000029,95.03834843635559,30.083646399994926
BDMAP_O0000003,93.43897700309753,29.20541825076694
BDMAP_O0000023,93.01108717918396,29.446502520048902
BDMAP_O0000018,84.43095684051514,28.22086334319232
BDMAP_O0000019,93.86115670204163,29.133704428540668
BDMAP_O0000012,93.37179064750671,30.801423936383863
BDMAP_O0000046,91.66560769081116,27.943296980628585
BDMAP_O0000059,93.07587742805481,30.79334735293765
BDMAP_O0000022,93.58015060424805,30.524635819394263
BDMAP_O0000048,91.64727330207825,28.7354067501809
BDMAP_O0000038,92.60994791984558,30.435652970871047
BDMAP_O0000016,93.45976710319519,29.43817036615701
BDMAP_O0000096,95.30131220817566,31.681675099529674
BDMAP_O0000050,89.92956280708313,28.79473759751615
BDMAP_O0000014,88.33271861076355,29.29982356910334
BDMAP_O0000033,91.33574366569519,29.6947167461051
BDMAP_O0000004,91.24858975410461,29.92453938800366
BDMAP_O0000043,91.2306547164917,28.061714349906527
BDMAP_O0000045,88.75188827514648,27.460609553264366
BDMAP_O0000037,93.16320419311523,30.19934680964246
BDMAP_O0000039,93.24202537536621,29.50724126632342
BDMAP_O0000005,91.31264090538025,30.130103224640237
BDMAP_O0000044,88.3108913898468,25.792593811655262
BDMAP_O0000020,90.27264714241028,29.36228896213902
BDMAP_O0000047,68.95797848701477,19.044108534215024
BDMAP_O0000460,92.5603449344635,29.975394290496943
BDMAP_O0000465,92.77051091194153,29.906278117858886
BDMAP_O0000008,92.0041024684906,27.370870242135048
BDMAP_O0000001,91.01151823997498,29.40473844405635
BDMAP_O0000461,92.13356375694275,29.93908474056054
BDMAP_O0000002,90.75512290000916,29.668349265154923
