case_name,ssim_3d,psnr_3d
BDMAP_O0000259,91.94989800453186,28.569568591481804
BDMAP_O0000258,93.93232464790344,30.435722735448273
BDMAP_O0000021,94.49611306190491,31.546505932219993
BDMAP_O0000049,90.92828631401062,27.279608512402795
BDMAP_O0000003,94.3244993686676,28.977142538841868
BDMAP_O0000096,94.651198387146,31.338739357603007
BDMAP_O0000018,89.61227536201477,30.522451238548626
BDMAP_O0000046,92.90476441383362,28.57476411705794
BDMAP_O0000022,93.82631778717041,30.60306578036327
BDMAP_O0000058,93.35934519767761,31.29519972058811
BDMAP_O0000038,92.820805311203,29.864236194813095
BDMAP_O0000048,92.15496182441711,29.0324286328266
BDMAP_O0000050,92.38365292549133,29.43768398464989
BDMAP_O0000029,95.09126543998718,29.98503080010828
BDMAP_O0000016,93.21514964103699,28.71491491114582
BDMAP_O0000033,91.2254273891449,29.288848939896134
BDMAP_O0000059,93.19202303886414,30.162004908597115
BDMAP_O0000019,94.01071667671204,29.254641913973227
BDMAP_O0000004,92.21460819244385,30.426251262625954
BDMAP_O0000023,93.95639300346375,30.510061394055317
BDMAP_O0000043,91.58841967582703,28.50350173705907
BDMAP_O0000012,94.3818986415863,31.190829547872468
BDMAP_O0000014,91.331547498703,30.781206994011537
BDMAP_O0000045,89.25325274467468,27.773808215959953
BDMAP_O0000005,92.01340675354004,29.865157972017013
BDMAP_O0000465,92.53060221672058,29.2196869730363
BDMAP_O0000044,89.12522792816162,25.700901179961072
BDMAP_O0000020,91.15740656852722,29.82217429429621
BDMAP_O0000047,71.74539566040039,19.191115501690415
BDMAP_O0000037,93.28195452690125,30.857213460187726
BDMAP_O0000039,93.24615597724915,30.04730844637281
BDMAP_O0000460,92.70607829093933,30.365400823265386
BDMAP_O0000008,93.28077435493469,28.67135457262369
BDMAP_O0000461,92.16979146003723,29.171889019169623
BDMAP_O0000002,90.78084826469421,28.858063511239088
BDMAP_O0000001,91.9449508190155,29.840094941914728
