case_name,dice_12,dice_10,dice_11,dice_13,dice_17,nsd_8,nsd_2,nsd_3,nsd_5,nsd_7,cldice_1,cldice_9,cldice_15,cldice_20,cldice_21,nsd_24,nsd_25,nsd_23
BDMAP_O0000049,70.47563197964021,77.84971178073665,87.79952151664486,10.99628375072306,88.56556745742824,8.363051641525269,8.640750642163482,60.671000762412575,1.2585475015211292,1.573825491527236,87.76119402985074,81.82385035074046,nan,nan,7.2607260726072615,0.0,0.0,0.0
BDMAP_O0000258,73.2865562705987,96.4974737082589,92.95570303643869,57.33816344380573,93.3711958271718,24.201502378512078,35.85280981269143,81.96365051861814,50.57173357060108,62.02035919446154,79.48717948717949,98.36065573770492,37.590361445783124,76.47058823529413,57.831325301204814,nan,36.16375577075907,28.480163972448725
BDMAP_O0000021,85.16553956487286,85.89894255903523,67.86026782147391,55.148491751372894,97.24369159718793,71.13963159301801,47.7490786575044,70.05642797609877,53.56145792783528,70.92368551329884,86.86868686868688,91.87145557655955,53.57142857142857,33.333333333333336,0.0,0.0,46.54730771713166,6.784990101004739
BDMAP_O0000029,74.90085948577371,96.30398826445956,95.18589239018908,50.55851163161699,92.17595913594171,49.817119189364576,74.38724710344688,68.75553983492503,39.226198668767495,49.18043384523619,89.18032786885244,88.62559241706161,54.187192118226605,74.65007776049767,73.53191489361703,0.0,nan,0.0962066383472498
BDMAP_O0000016,70.9291178126496,91.23714067862149,90.73166433153267,29.797856193752096,84.02416821379565,34.732051306406134,47.34664143295004,69.80765552353309,38.49657221708535,47.14939618875258,92.17391304347827,100.0,nan,44.34291857027681,61.44278606965173,nan,0.0,53.50622228469694
BDMAP_O0000259,81.01369607709069,95.88506489164817,94.24381713671775,64.10859967125114,92.35799607972778,26.390329111603062,26.37691266909773,47.413925594378874,35.30747659821274,64.7868065714064,91.66666666666666,98.44559585492229,35.13513513513513,79.90633689448265,76.67031763417306,nan,16.734322529042426,2.2816421458693643
BDMAP_O0000058,88.66794990700882,95.77003363179254,98.41523912717263,70.51831066154077,94.82343414836382,70.2123751762111,78.84557292820469,93.01873086884974,82.63212100268215,85.09348786869933,100.0,81.60919540229885,78.3225044300059,8.0168776371308,51.62241887905604,nan,0.0,0.0
BDMAP_O0000023,67.06179802830925,83.31127334900997,86.61530715860495,22.591512968562814,75.15200594201104,0.0,0.0,57.14299959913125,18.594717966202182,32.22412513206654,98.52507374631269,70.8728652751423,44.26877470355732,nan,60.722891566265055,0.0,10.006727250262667,7.1943294093251025
BDMAP_O0000018,56.35468603132081,13.298486124451864,33.94078956478169,1.1232385179011501,52.524360615998575,29.647396909135797,0.0,0.0,42.2963716871072,17.147729895466814,64.36781609195403,74.71264367816092,nan,nan,0.0,nan,nan,0.0
BDMAP_O0000038,81.24613790337813,93.00255953455186,94.4166781858962,59.023348542273105,93.55224125635743,92.38421625433202,36.29777181225936,36.151108175647565,65.42987696081879,39.499855131240416,86.79611650485438,68.7724751845703,34.31461080007224,nan,nan,nan,nan,19.48755003324751
BDMAP_O0000096,95.43496218781193,98.92165763380669,98.05791550085576,51.72779609937358,95.53435035953396,70.09481015712046,83.5350121346667,90.711598271629,78.08026374840725,49.32643297343268,76.80945347119646,97.75056568614403,80.75253256150506,94.0766550522648,62.5,nan,nan,0.0
BDMAP_O0000012,79.50185200366997,92.53458920428996,92.58788925143804,41.99285710900293,93.24877153781145,0.0,61.21986869198282,61.712888831577374,18.943640077757955,17.344320968839504,89.64218455743878,61.599275302643484,nan,nan,nan,nan,20.723310881811276,0.0
BDMAP_O0000019,82.54685868488127,84.29830095909234,93.15765829083547,54.96407454276837,76.9476003323112,18.087729859075292,54.278531577327605,82.1790775376279,61.429285461965996,68.27119465629453,87.05234159779614,94.46843956315173,62.468513853904284,nan,27.6595744680851,33.747200201289374,27.208625209972876,1.5900413537975302
BDMAP_O0000059,88.46237133324414,98.94880538662343,98.62921804697025,66.85599020998774,95.66388876012513,77.722082744261,45.58902553705688,87.52417358841616,62.06190172980166,83.28628995330384,98.33333333333333,98.46153846153847,82.00996791151772,85.64379951272582,84.41479684657368,nan,26.94708067488165,4.874266599266481
BDMAP_O0000048,82.11623277050228,93.33622086207194,90.73916039503483,38.95387144328499,73.45971743536491,3.1318211739982096,69.26193227555956,73.59340333506111,35.29192955278042,46.55107402976703,84.58781362007169,92.43243243243244,5.565862708719852,70.39999999999999,58.46153846153847,nan,7.96955313258598,14.57961439536759
BDMAP_O0000003,80.6295581044963,93.09227297896847,92.0921831895959,69.37640843203914,94.6454287653517,60.73781923703825,52.978612073215004,70.96916447033303,41.08974531439233,77.48066107914718,83.83838383838385,92.81767955801105,47.82608695652174,59.712102363604046,58.88888888888889,nan,nan,22.830434406894167
BDMAP_O0000022,84.56566176758957,94.92841649428547,94.02632991273519,60.97188003996872,91.19545565530397,81.36231170749187,44.43122501704551,42.35096396661952,37.92003424644063,76.34318924470323,94.86166007905138,93.7947494033413,57.425742574257434,48.955261739433716,23.68421052631579,0.0,nan,25.29615417748174
BDMAP_O0000050,77.98437806565019,94.37300394667469,87.66042393006303,43.65503501912726,91.39911189198247,63.11736684669012,70.16225170419207,82.54286421340773,33.96667003186814,29.884059617072573,89.08629441624365,93.03401463729097,nan,nan,2.777777777777778,0.0,17.62992051260712,39.27955596556207
BDMAP_O0000014,72.5541640921651,88.42987098404366,67.08977672480029,54.45882771875924,87.03143690923393,50.022356158127494,70.66743702951173,66.73232448461866,44.53525586623691,36.31830308955593,83.8777447320129,76.1904761904762,31.034482758620697,30.107526881720432,28.985507246376812,nan,nan,25.99902968076399
BDMAP_O0000033,81.65353360708752,94.99729903288159,95.34813819334087,40.716105357720686,89.21334634075406,60.068092102531956,78.1487255898645,51.49472066856011,31.885963103984988,41.32351539812941,83.91361833406786,89.95447647951443,36.94102397926118,13.024602026049207,59.42228335625861,nan,nan,9.892295700515115
BDMAP_O0000046,51.5470589096813,88.01292270587435,78.91406861924163,25.462441773145628,68.84597463209515,0.0,44.469201586747175,0.0,11.43775979490539,19.817212847025388,74.3155149934811,79.07987220447285,nan,nan,46.699029126213595,nan,0.0,12.39415714638395
