case_name,dice_12,dice_10,dice_11,dice_13,dice_17,nsd_8,nsd_2,nsd_3,nsd_5,nsd_7,cldice_1,cldice_9,cldice_15,cldice_20,cldice_21,nsd_24,nsd_25,nsd_23
BDMAP_O0000064,97.61405390578508,99.29649129073238,99.48388789440283,95.30657725179202,99.84189648609573,96.94485813007222,99.35343919473183,95.80260799161923,87.06815903710088,94.49955723127935,87.61904761904762,100.0,97.55963049772508,92.53043764396182,68.0,0.0,nan,80.88240463857981
BDMAP_O0000028,97.16040330990889,99.55484266736055,99.79061071228494,89.31755633770958,90.66509533464955,95.05492622419,91.73256016704296,94.07014576995766,68.5046558444514,91.54214329107653,94.00630914826498,100.0,92.3076923076923,93.79342288096342,97.2972972972973,nan,45.496840700372196,93.08559271278523
BDMAP_O0000258,92.75769769883527,99.70703077537726,99.01607103811764,93.4056605765399,99.83053238158105,97.32812686324291,98.46701294135244,97.97772271671539,93.90910077386977,98.92292921961166,97.82608695652173,100.0,94.23076923076924,90.18872640919885,85.51933282789993,nan,88.48864512625174,63.551101039592965
BDMAP_O0000030,85.24846773732527,99.63775816325493,82.23533273340368,63.98971751092704,70.75006581053314,92.87192776429619,92.03556806486914,0.0,67.88164480796956,75.58204799219624,90.5027932960894,98.57142857142858,96.52466367713004,85.18815052041631,96.55172413793103,nan,44.35797497895848,58.24604178161162
BDMAP_O0000259,96.80731327831796,99.78682774783366,99.07185787965051,88.86787843190027,99.73849984854961,96.86879473640985,97.5717883854013,96.67951869034597,79.6636394473911,98.83999542797984,100.0,100.0,96.61016949152543,89.6807033780657,91.45070552430138,nan,81.9274273913539,23.475019361163817
BDMAP_O0000021,94.93066287297563,99.19275478356174,98.39333655461924,89.74741903094802,99.33573466193326,63.364293864223086,98.76958547301149,97.51940298655926,92.29366400513696,95.51599658497403,94.82758620689654,99.47275922671352,91.94910871289177,96.06850197955988,81.02010789602747,0.0,33.529173112911096,77.87653580500053
BDMAP_O0000036,75.44670812305316,98.79830382807727,99.70667829817805,83.51304781743602,84.23333596973528,78.41395894093061,72.49141480647874,65.77802293571777,63.29885256159022,87.12460713322353,34.97757847533632,72.72727272727273,72.56637168141593,44.19889502762431,88.24242424242425,nan,nan,14.81797776811908
BDMAP_O0000059,74.16920261242392,90.20193988704611,92.9850283269822,96.83773250159715,81.39062300504722,96.73165649541552,97.66220642924533,91.58300728417345,91.44232472498204,91.51155256309642,100.0,100.0,97.82608695652173,98.1042654028436,86.18500085807449,nan,93.04083901212023,94.03018627596788
BDMAP_O0000016,86.12001324624443,98.76795559407657,99.25205703458452,79.05808377181197,95.36573052156164,87.62150179847681,83.65169686661068,93.97483681726997,93.19591104409525,79.56392263651267,97.0954356846473,100.0,98.3050847457627,94.43664254077994,86.77867056245434,nan,0.0,62.066564843911145
BDMAP_O0000031,90.6481099361797,99.61335792838078,98.98079585371042,95.92033015688169,97.13537185304078,98.27748824872874,89.07480962175474,96.98562408663821,81.03657923697536,97.66483864285375,100.0,96.6824644549763,99.02912621359222,91.1504424778761,100.0,nan,46.19548423771616,93.8186850006017
BDMAP_O0000049,87.1714150021581,88.21789690755783,91.37551304505985,70.12681443646302,89.10711245103529,94.22589389758475,42.285109152371476,85.71027185020165,68.0528525623946,81.20818309788274,96.41873278236915,99.75062344139651,76.76767676767678,40.50632911392405,49.275362318840585,33.52638204013477,46.507298993693645,61.0803949535104
BDMAP_O0000034,90.16357318857989,98.37980278695187,98.73068676771248,76.59557070096731,97.79713625026807,nan,96.06765382720242,74.86565000523653,76.01175876077077,86.96284457828547,92.3076923076923,100.0,54.166666666666664,94.02290076335878,90.72164948453609,nan,nan,61.73281335376455
BDMAP_O0000065,86.816369821201,95.49616799283885,97.82374068027539,84.91849423622784,78.13816724057789,85.68113832909752,94.72770125597437,86.9751746040842,75.30574818998338,95.34750428935685,85.96491228070175,100.0,92.65022743595883,100.0,97.5609756097561,0.0,nan,64.45055833136036
BDMAP_O0000012,97.15626771836472,99.70810593363629,99.38465895018408,95.17801223391503,99.32877193811763,42.30200961131303,95.61293100662299,95.33053225103588,77.90430756964767,94.89586975781884,98.13152827215966,98.98989898989899,92.3076923076923,90.07301711164372,61.53846153846153,nan,57.24763619755833,0.0
BDMAP_O0000010,95.596136699753,99.49330221167301,96.34745843753805,75.69671931631808,94.37238196625958,91.16705989970377,97.74404127532135,94.73175554704804,88.76962767547603,94.0237068318681,91.77215189873417,98.52941176470588,100.0,98.77551020408163,79.51807228915662,0.0,nan,54.850946079207304
BDMAP_O0000032,96.73704183487646,99.77853083084487,99.70571032514256,95.54698229037758,99.8923823340339,98.20539192806066,99.4471119390488,91.25042362506501,98.21236085793653,97.10721677062534,97.54385964912281,100.0,100.0,98.8095238095238,83.88589051657671,nan,nan,99.45823139163956
BDMAP_O0000046,75.22355379443091,99.41492926422217,98.35693447961718,62.30130575199021,95.22879012242342,30.92610695036043,96.49456947728835,97.71493363615782,78.60409203244612,72.04932985766814,86.28201419639083,100.0,89.0625,90.9090909090909,53.333333333333336,nan,16.569231201578177,61.68251099379422
BDMAP_O0000038,93.22287674697942,97.92803451342111,99.3405765591503,92.39088540381326,99.4709528794653,97.9056219963564,94.98961881971385,81.90874158772293,89.36807521791955,92.58737495219164,91.43389199255122,97.25156118606796,81.437125748503,94.11764705882352,78.87323943661973,nan,nan,95.57754409993119
BDMAP_O0000058,67.87457701375685,88.54477705375004,88.48115180322442,94.31773003461798,81.67325331514512,96.68873505416413,97.31748165660088,94.83321707939851,95.5167863285996,88.14303204509191,100.0,100.0,99.009900990099,66.37298091042585,76.74668577570762,nan,0.0,79.5536411658348
BDMAP_O0000022,96.566373316982,99.69156871360187,98.59740816744798,90.59388446452023,99.46721459439031,95.25132906977035,98.65819646917984,97.0956603997439,90.90567904489106,98.04685136014648,98.95536562203229,99.8875140607424,80.99173553719008,89.15688596963496,93.22709163346613,0.0,nan,55.84427187839558
BDMAP_O0000019,92.18756920299752,98.62233493205025,99.68298489258306,89.52769794956072,91.84764952134343,86.46124425728804,14.591748811467273,95.395554264693,94.04862668891026,97.06009559520982,98.27947091429371,100.0,93.55226329157642,41.23711340206185,98.75,56.27395413765467,65.12097064450064,54.44386750042922
BDMAP_O0000017,95.58179310172218,99.3258012871213,99.19902618294016,82.26241156991554,96.76465499307551,93.92811932958523,96.62911517639483,97.06871173670464,91.42148308128407,86.27134227726589,100.0,95.29780564263322,88.0,96.87387340989854,90.78771695594126,nan,nan,67.24308896991816
BDMAP_O0000035,85.92021673296934,81.15626933311233,68.87445850228059,87.36325551764811,78.89248129402417,61.13212119498299,91.82625443840318,91.73205494582312,84.46697781336793,90.79824472987549,100.0,98.78048780487805,82.35294117647058,87.78388716232371,60.32595475553394,0.0,0.0,21.369670715498298
BDMAP_O0000029,92.34206513169903,99.17428925683969,99.35061187788506,78.07869130324046,96.20520939551045,88.02638969845653,92.56605588775098,93.76852531161161,86.63310985214801,90.10220490269883,91.67536733810385,100.0,93.87755102040816,90.97006379846229,73.61963190184049,0.0,nan,36.57394827092485
BDMAP_O0000033,95.68685629560355,99.60059999366864,99.49702168864546,85.80944940988942,95.24317341250207,99.24611057515177,97.47669202207959,92.26132835324492,86.3222475603316,94.75321918425738,91.51515151515153,99.0415335463259,88.27586206896552,90.59601388954954,89.41176470588235,nan,nan,82.52433459579112
BDMAP_O0000096,99.65889805658308,99.87881577298165,99.89143790782356,94.3526130892575,98.49336358406975,99.92033326623748,98.47142782725932,99.71203206511355,94.53273398572856,95.64240798680875,94.82071713147411,100.0,97.87012385692788,100.0,92.31821290175517,nan,nan,88.81713313502155
BDMAP_O0000050,86.58887730060158,98.24400844485235,98.41839347296309,86.86135933477402,91.11034016186343,90.98647542067364,96.8036042834155,94.8997744044753,67.47603186226353,59.829684252193125,96.6903073286052,95.68965517241381,52.08333333333333,56.287425149700596,85.48387096774194,0.0,53.70482557668675,57.85308143008826
BDMAP_O0000048,91.34600625301042,99.24887259185336,98.94988232781847,82.33806653105067,80.95746497968211,26.966180434750036,95.51472397160784,91.77761063549998,85.23878702121009,82.32426228568134,97.02714908952076,100.0,87.02290076335879,89.04109589041096,85.0,nan,5.510277457090409,77.55080536583439
BDMAP_O0000004,98.3809860112264,99.90355317471888,99.38085982984701,98.05043693288921,100.0,87.13568952114889,99.69846699440573,99.85205651391253,99.09477461941101,91.0367237302448,97.20853858784893,100.0,97.05882352941177,92.6782884310618,85.8704137392662,nan,nan,93.76227835083672
BDMAP_O0000003,95.40740461033178,99.28045176827752,99.00337646257297,89.97672348374017,98.72924612074908,92.50309957282946,97.4843336754996,95.82205893462593,79.40049319099994,98.66750466266129,94.4954128440367,99.51690821256038,86.4,75.76998520251901,91.0360884749709,nan,nan,72.4460629532984
BDMAP_O0000018,97.39352073615535,87.4549314437898,86.44470813558048,79.68472250605898,97.12110840021529,98.78111834945548,94.71363361617394,96.92264134383376,84.10879246784339,87.68946754559137,100.0,100.0,90.2439024390244,96.00000000000001,90.9090909090909,nan,nan,75.28833674064632
BDMAP_O0000043,95.46773879544325,99.91921400734147,99.61262069955569,88.37113775542946,99.81945910358473,76.63024242731939,99.66420127906399,96.26718695233718,99.52656695243222,94.91633124418381,98.08695652173913,99.73890339425587,98.34254143646407,87.99058084772369,91.87935034802783,nan,4.279334967192547,63.00264555364393
BDMAP_O0000037,97.73107100772168,99.87164114253059,99.94636510855439,93.28099685825711,76.50273630112085,99.54811835452176,99.8228302104921,98.45525215290718,97.22000388591877,95.73642939152286,91.73913043478261,100.0,77.77777777777779,97.64705882352939,99.46524064171123,nan,nan,85.64833591808417
BDMAP_O0000045,97.29104739056076,99.6222241730457,99.58220301127339,89.6113924230882,99.1545627445494,nan,98.9981355050131,92.28344167168336,72.74149578970476,91.26427686161406,97.04988246298505,99.00497512437812,84.14634146341463,85.39325842696628,84.21052631578948,97.6021252882885,nan,81.1842742563087
BDMAP_O0000041,74.56660962550774,99.91627316472992,99.53464633728272,98.27959413284717,88.69665032320441,94.80898835392257,100.0,98.96195732939186,99.90844159438662,99.78576686153643,100.0,100.0,97.47944078947368,90.3954802259887,80.64516129032258,nan,nan,97.64985537190178
BDMAP_O0000023,85.98417785558547,94.38275715463995,96.89032044388352,67.22939268152824,88.99579726648113,30.849420540381807,95.3071122816228,71.04473917761798,69.5973652147565,67.26174021279427,99.41520467836257,95.8039816232772,90.0,nan,98.36065573770492,0.0,14.178816060492075,90.36985741540389
BDMAP_O0000164,98.95744467147671,99.06532090201034,99.24809095478196,97.27049476566492,99.96178643669855,82.79480459932923,92.2082096282203,93.66410629577118,93.57502237340216,96.14385436191789,98.86363636363636,99.31787175989086,98.76543209876543,93.5251798561151,96.71996345363179,nan,nan,98.21007328873817
BDMAP_O0000055,98.09221582031451,99.12213081729003,99.58324147814598,93.55732120417122,100.0,92.02396157562835,93.98791962774747,93.72335916607342,83.27730040893113,95.74809287348612,99.25925925925925,98.7152034261242,89.90825688073394,100.0,82.28571428571428,0.0,19.66089655125642,92.07852669748397
BDMAP_O0000014,95.91144787312669,99.65084532452654,98.98378677657605,92.41700170071928,96.31528448716793,93.38166710021274,98.57640476536957,89.97759141904453,95.06443646588284,83.64097372071667,99.71014492753622,99.57081545064378,85.71428571428571,80.76358296622614,61.86726659167604,nan,nan,39.37745699931324
BDMAP_O0000005,96.77630734552751,99.85510712774662,99.22372965435626,92.35343806318522,99.52518682886826,87.23798737714371,99.91768938452515,99.72655300673098,98.75144359763254,91.73362903215592,97.97259507829978,99.17012448132779,98.32402234636871,98.75,87.59124087591242,nan,nan,81.18633535597957
BDMAP_O0000006,97.63600664212106,99.53660659552985,98.82920503964466,93.83580100643381,99.91582230347066,48.906853924394284,99.57097750490954,93.43315884890069,78.10787671700842,80.3903202791161,81.56414525491607,97.17223650385604,90.3954802259887,94.8356807511737,90.6163242642976,nan,67.51870208530643,93.27715350778863
BDMAP_O0000011,87.13862820247354,96.56813356230569,93.71000008347204,88.80381213088863,96.60061281763623,91.76987991282927,94.76249874207068,92.14156210288328,81.82636631081606,86.29414122938468,95.95959595959597,94.73684210526316,88.23529411764706,84.77206595538314,80.88235294117648,0.0,11.747321883916156,85.42206626823976
