case_name,large_nsd_12,large_nsd_10,large_nsd_11,large_nsd_13,large_nsd_17,small_nsd_8,small_nsd_2,small_nsd_3,small_nsd_5,small_nsd_7,vessel_cldice_1,vessel_cldice_9,vessel_cldice_15,vessel_cldice_20,vessel_cldice_21,nonpdac_nsd_24,nonpdac_nsd_25,pdac_nsd_23,tubular_cldice_6,tubular_cldice_16
BDMAP_O0000258,79.09091250197986,83.26032539251472,93.73426480508542,60.25138403757928,82.01210937309462,0.0,86.00361492426818,78.56994857680458,71.37519750948108,69.39969625929369,100.0,96.80851063829788,76.15384615384616,49.244736636143074,30.303030303030305,nan,nan,9.50981381502248,44.86617860342634,38.44290710820883
BDMAP_O0000049,67.21754411547339,80.94515872870971,81.65109611745787,33.15999717893748,84.46194282093691,61.94137325068056,40.800694701057736,57.06030444636123,19.153620904029694,42.823873486400345,91.37085607233037,80.73878627968338,nan,nan,nan,nan,nan,28.62550567262641,56.91673580839959,36.11395693590289
BDMAP_O0000059,71.5554366247564,98.23491272806116,97.81976548459934,59.49481312022525,66.50798974262024,73.76720415116792,76.90871803124104,33.28080654088661,78.32251597773158,83.37774040190725,88.74172185430463,100.0,92.29686950404502,74.14992670892087,72.71214642262896,nan,nan,0.0,80.23350433398195,64.66438477659597
BDMAP_O0000029,65.47025494089014,91.12136256449686,90.71012921739656,68.3275628098279,60.84698770749634,56.169278732585724,85.14946356184889,59.41766436694633,68.57401938029412,69.26198026177556,100.0,98.11320754716981,62.5,80.80625752105898,59.88023952095809,nan,nan,0.0,72.3562028543589,13.179087523382707
BDMAP_O0000058,72.80406589334933,97.11841444391875,97.4340194723133,65.89807244357362,55.11357357772852,63.05504412036055,89.39006573632903,63.523474325118116,85.33653385769951,81.74087805622331,100.0,94.24083769633509,91.45418884841692,52.50154416306363,42.64705882352941,nan,nan,0.0,73.1850369358098,54.037100344733304
BDMAP_O0000021,83.80607651232658,81.03189739624706,74.3946796577205,66.09525975025463,93.79559457822486,45.19010509754912,53.56794026563424,79.39538409703397,69.9487187064818,55.66823096982514,92.12328767123287,99.80430528375733,42.26415094339623,71.59161651794977,58.03413772807534,0.0,nan,32.34844556039122,33.560515230590696,4.601037862130304
BDMAP_O0000259,90.5759519932539,89.41730999649955,95.5242294256494,70.81352762906685,83.92452095689828,39.69755696148813,17.967385203898917,56.854039532948065,44.20422702523331,75.12898668148485,100.0,100.0,79.12087912087912,60.31641397495056,55.42725173210161,nan,nan,8.837239425939126,44.342281979201964,38.04776818822777
BDMAP_O0000016,59.18205455710318,89.92646540131571,93.43152501760444,54.64047474919897,85.57369723417114,43.67296555255045,59.78912004541903,89.59189964144163,80.54759244617983,61.513274261973436,85.0574712643678,97.60599942313239,36.009353078721745,72.47020803878004,61.43203043929436,nan,nan,16.20154846560869,56.282731646812486,13.723067387314863
BDMAP_O0000018,75.17929559450991,72.80518513152886,87.51593517633852,56.35498623879307,81.05158789559393,75.47100964594054,51.34558200781496,9.171773606602873,54.620796073951816,38.6093908450713,90.76517150395777,98.4126984126984,23.076923076923077,69.164265129683,29.411764705882355,nan,nan,5.540149370547109,3.6251611978793523,12.792681578398563
BDMAP_O0000023,66.75738648517378,73.3069925009869,72.31875177625841,37.68255616374622,74.26659728379322,0.0,62.572843008242195,50.538514251984026,41.35125765479842,63.938805865601076,71.82044887780549,89.6456951663978,25.806451612903224,nan,41.131105398457585,nan,nan,8.869112937084896,21.106816478053727,12.838174235653058
