case_name,large_nsd_12,large_nsd_10,large_nsd_11,large_nsd_13,large_nsd_17,small_nsd_8,small_nsd_2,small_nsd_3,small_nsd_5,small_nsd_7,vessel_cldice_1,vessel_cldice_9,vessel_cldice_15,vessel_cldice_20,vessel_cldice_21,nonpdac_nsd_24,nonpdac_nsd_25,pdac_nsd_23,tubular_cldice_6,tubular_cldice_16
BDMAP_O0000258,70.91001778148298,81.14251135721034,94.00028756013286,61.30860858438161,83.59459611090013,7.060734351501105,71.75210073722802,79.83436630688239,48.601585503930636,58.49951934759575,100.0,100.0,63.1578947368421,32.95610787942887,72.59701492537314,nan,nan,0.0,40.497674393633254,23.519511938571576
BDMAP_O0000259,82.4575198721059,86.18085758031529,92.15899714790197,64.86425575736551,78.35329169546445,44.3171908356981,22.776260865802637,64.44824346623464,33.58119202124307,72.68003152230979,98.78048780487805,100.0,79.55338450802512,63.436123348017624,72.17956290608387,nan,nan,0.0,45.01242713078115,34.63730798472698
BDMAP_O0000049,58.92111012910933,71.33842462574975,69.67421263813378,14.293971318164283,77.52538844255349,64.8368114109017,0.0,48.16935666642506,28.363350566394796,40.03986659582607,95.18716577540107,79.14438502673796,nan,0.0,nan,nan,nan,48.780594548713175,64.66745520425435,32.90493635448555
BDMAP_O0000021,86.79468282077165,79.12334676526869,80.26269792205551,56.21530019194575,92.28542355725953,25.116782039585527,73.53114950201694,84.13462787506978,72.69049021846888,52.435339132601555,94.55184534270651,99.80430528375733,57.49652294853963,51.00292309243021,19.78021978021978,38.16464407433048,nan,13.896492305620702,27.474999754659024,4.787964686838193
BDMAP_O0000059,69.21828459224642,95.11135776250116,94.82959473644314,60.652925277945776,64.51028374378689,60.82098559490022,37.164827944211254,66.17541654039356,76.07569824584162,84.143177631399,100.0,97.33333333333333,91.63120567375887,70.74686883219891,63.43283582089552,nan,nan,0.0,73.05808005148862,64.39890009984157
BDMAP_O0000058,41.6800008394759,88.32225919354937,87.65343842666081,60.02654788016829,39.2103992419601,53.57274729459356,67.57033629998793,58.806918866875954,68.66799644667515,58.04922716284134,100.0,100.0,62.98839687426001,57.91958740420588,27.272727272727277,nan,nan,0.0,66.77209754980537,50.31387409859131
BDMAP_O0000003,31.5476156334839,45.765147331253466,56.81107003459383,32.774459390278295,48.16317397206153,31.683258775956347,53.16916335290163,27.41882294778044,11.659665504574209,48.40855573901567,88.8496711054067,89.99415622362183,25.806451612903224,11.16427432216906,13.953488372093023,nan,nan,2.372157865331585,58.38615199078734,41.34358624289759
BDMAP_O0000029,55.452106300823424,88.201100355091,87.90698899328329,53.11995543515555,49.01239532022128,51.8952572424098,6.388889330191219,22.174354519947997,30.747715042184787,53.19056035182614,92.09012915998869,94.85053306389798,50.0,29.0414878397711,60.054242541650524,nan,nan,8.608347622274865,64.50750940342702,9.975784002565451
BDMAP_O0000016,53.84152208621589,87.8269266166165,90.37520512061754,52.16509755143356,80.70613960559017,39.62594523332603,64.36307570204622,74.51712182051311,58.518711879104416,46.169546511088456,70.2290076335878,95.10858534605237,28.235294117647058,35.1952770208901,64.36781609195403,nan,nan,18.738778254090484,56.42912902866064,9.863560903666265
BDMAP_O0000023,59.06794281468104,74.63842382165335,74.21076387388071,11.199592794663435,75.38741789719523,5.1687609063264865,78.25247389527685,57.97609527954475,27.999398584492745,14.669019777386088,63.35837368880372,71.34043746494673,nan,nan,nan,nan,nan,6.4326520807710414,20.061071268489467,9.323534870844645
