case_name,large_nsd_12,large_nsd_10,large_nsd_11,large_nsd_13,large_nsd_17,small_nsd_8,small_nsd_2,small_nsd_3,small_nsd_5,small_nsd_7,vessel_cldice_1,vessel_cldice_9,vessel_cldice_15,vessel_cldice_20,vessel_cldice_21,nonpdac_nsd_24,nonpdac_nsd_25,pdac_nsd_23,tubular_cldice_6,tubular_cldice_16
BDMAP_O0000259,95.86634313823912,92.1730410002438,98.11470669075595,81.1472005574022,86.60506147411155,96.55708000726551,92.09543097955914,95.6700790028932,67.76333242845224,93.82483398558098,100.0,100.0,99.08256880733944,87.23234260147012,89.62291727565038,nan,nan,23.080259834637403,38.231949813909885,44.294933131131984
BDMAP_O0000049,71.92924987582757,76.33150027467532,84.69866165646015,47.49285216617151,83.46643174641719,81.3174000515617,35.033290275567715,80.16076227454315,65.04368150757253,77.52597730088972,94.05405405405405,90.762606587628,70.13992259601072,36.36363636363636,52.11581291759466,nan,nan,45.08122470038662,52.68777283069406,43.34236184987657
BDMAP_O0000065,67.00036558705665,86.37902169707606,90.23572818798306,66.18080277611449,64.55831524914444,73.0538096005353,90.1503909217488,83.1229984378048,53.85343206987453,83.42165635539773,76.4440172993753,98.73417721518987,86.40454760776885,72.25975975975977,95.77464788732395,nan,nan,28.64988765943114,17.945875717283368,26.374902007504904
BDMAP_O0000029,69.65128273285318,90.09667957985582,91.80523510601685,71.61098363408566,64.87393929620818,74.26435339658687,89.53638141175256,85.08890069944142,77.65273144069984,80.79790728403047,95.0,100.0,81.16504854368932,70.06369426751591,75.18796992481202,nan,nan,13.587621255681961,75.71139354942349,13.387483035868128
BDMAP_O0000059,54.396067275620474,89.99349956795263,92.60377041526026,80.91494633929133,52.754738918138855,96.03050133743184,95.19535823774189,92.59740899182394,89.59939447044538,88.26593643064906,100.0,100.0,96.47058823529412,92.18244442125038,86.85569969004706,nan,nan,1.95106535046468,81.45482577860007,61.66520512708087
BDMAP_O0000030,74.9984803223336,86.92254059566403,77.51111082122223,44.328741268125185,62.12593459173548,81.3299912367306,89.23243608418724,0.0,46.03561117694833,67.9965585598394,100.0,99.625468164794,84.50704225352112,73.99483585392844,100.0,nan,nan,42.072524191307394,54.06985966647836,11.791503284297809
BDMAP_O0000016,69.91280004085432,93.86952335101051,93.6129660531041,61.48881373799152,84.88792644195712,82.80256604682609,81.63399628867414,84.7306312586672,86.0503544484037,72.75253591271547,87.0967741935484,100.0,52.628879199794824,80.95430651031135,72.3404255319149,nan,nan,5.860620094411454,58.26044710245585,21.13862195539433
BDMAP_O0000023,69.74447379540116,75.19358019376587,71.37551248615934,42.20261371165756,73.82493470796724,14.439275962054621,90.10569135700925,61.789320054043316,55.01644752707524,64.00549478356126,72.77227722772277,93.07774227902024,82.31046931407941,nan,90.27777777777779,nan,nan,38.01820350575865,20.13118583147666,21.1455215855402
BDMAP_O0000034,75.72218059071837,79.78265809370771,92.07433835432009,53.836166175207,88.00949696380205,0.0,94.24961051116884,61.594906128505265,63.399962828675086,82.31234443873655,90.6030397123713,99.29078014184397,15.584415584415584,84.82532751091702,93.33333333333333,nan,nan,33.01957855288185,10.723076757709629,30.550857504149214
BDMAP_O0000018,97.0726978059264,76.06395356734251,80.87582620901719,58.59376974471983,96.18139659846645,98.54142702927663,93.51774353952098,94.21581998243886,80.50346852123215,85.04472775347807,91.85081910073197,97.32620320855615,87.8048780487805,86.43729189789123,76.59574468085107,nan,nan,41.30328241430031,11.612690584601863,22.033161173342105
BDMAP_O0000096,99.53161552301847,99.57769069755187,97.94281293458462,68.45321154889362,95.10100394241294,99.76061212963636,98.44971965283015,99.68145073635478,94.26735948256194,93.5839299795099,86.71679197994987,98.06949806949807,91.07373868046571,93.72937293729372,90.44173972252958,nan,nan,55.134425060279334,72.63664006466762,6.750321983782902
BDMAP_O0000064,71.06338756189233,94.69563093438941,94.52189277149786,82.17108029452645,88.19145326016519,81.93435918640868,95.20601455859233,91.87637421565034,79.03947801905572,85.9012678370149,87.61904761904762,98.36065573770492,93.4487021013597,76.08580039000176,69.98011928429423,nan,nan,55.89483247061238,27.423735467173042,49.042422699190574
BDMAP_O0000012,96.45199821421593,82.81197973404772,99.07874753627553,77.05261719764208,99.09640174529922,53.97999798802744,95.23258056637688,93.34833591305049,69.49197646028686,90.73086778716804,93.95017793594307,96.79487179487178,82.53010113982982,87.44186046511628,54.92371705963939,nan,nan,0.0,7.639870773070877,1.6454334877564525
BDMAP_O0000258,91.87819244147406,86.95766308137028,99.26740740055624,83.26921062066044,87.18883411730637,94.94276222627553,96.74405479207493,97.38247387199817,84.45130443069053,87.71884083820744,100.0,100.0,78.98734177215191,55.39358600583091,98.18181818181819,nan,nan,40.29947619040555,42.62463548284181,46.34322620771869
BDMAP_O0000021,88.05573007662679,83.89593594840451,93.3310348697642,74.3024979041476,95.19751356675339,45.61238612193097,89.90567192606913,95.53744395248167,82.550132562248,66.88485144082762,81.76211567183395,100.0,58.970764917901484,85.7070493879274,69.25795053003534,0.0,nan,53.54048754617145,26.819731600091046,3.629585158774831
BDMAP_O0000011,63.47504969604518,92.5129984680509,90.09615745264014,81.69405422930744,48.25365515804215,83.66652927158198,89.64821534970673,92.9243002046231,75.61492516564407,80.75038014889479,75.73712255772647,98.6784140969163,83.88625592417061,86.60629170638704,65.80645161290322,nan,nan,82.20138922680795,50.96312540382617,34.36043439462389
BDMAP_O0000050,68.01951766459095,93.71955501334361,92.33982519132009,58.45965649288931,79.60130117949691,86.94246524292437,92.69000588633496,87.30517784344353,58.52309849713257,49.548271687212726,98.8929889298893,93.33333333333333,38.50267379679145,50.09729347249249,86.86868686868688,nan,nan,11.45774450925786,31.511830580285178,22.722808431337985
BDMAP_O0000033,86.6486537103495,73.10578818675907,97.81522135860502,73.06849010017679,93.7904869057517,94.7671816231583,92.84109957011506,91.23109785674754,80.36960174445875,90.51630290374901,92.83018867924528,94.45460085313833,79.26023778071335,87.15953307392995,62.65734265734265,nan,nan,69.49451524158239,32.17046486285143,15.445713224882335
BDMAP_O0000032,89.95190405506071,76.6291415823243,99.78877900028476,69.37623081224415,99.97551471008123,98.67638638756956,98.66817540579554,86.86663382586843,95.20556726708634,96.32108866870234,83.70044052863437,100.0,96.58688571023936,85.07853403141362,83.75451263537907,nan,nan,72.35577641062272,42.1105061573605,24.524269057151518
BDMAP_O0000035,74.8446503741409,80.28814385683843,68.59665726406581,86.7669473267044,63.03646583318713,65.10463497104672,89.33846519759065,90.68608281747977,77.12707762105302,86.08129543745069,78.30687830687832,98.36065573770492,83.63324764353041,83.94433637587909,54.68979711849457,nan,nan,15.274324002323528,10.948708037689599,19.746133048810915
BDMAP_O0000019,73.28715347649567,89.97033684679752,90.67601277076895,48.82575508027866,77.78956097502154,74.18810301780536,7.088402660036072,88.30074181352259,73.4529897848709,86.02669157278054,87.57932910244787,99.89827060020346,63.89955686853766,nan,91.92546583850931,21.625255126315597,nan,19.50535880194049,42.81464692966924,18.25817038998034
BDMAP_O0000014,93.39760658112444,73.83170092548241,97.16609516539353,87.0575760673967,91.0664171271026,93.36039830515416,95.6960051834952,83.95111308016456,87.10332716787514,77.15934939543772,85.25480981054486,100.0,82.5,82.80060882800609,47.05882352941176,nan,nan,60.4605635979797,15.35884330181044,34.1778122670075
BDMAP_O0000048,74.90494296385354,67.69755893940813,85.89688061825933,37.9133429944308,66.68981980846412,0.15643008554892995,91.30454995711223,76.72039042785502,78.27102816060147,67.92971218256525,95.36981423773369,99.64243146603098,80.4021121039805,84.95575221238938,77.33333333333333,nan,nan,0.0,25.218864364841444,32.208573963435924
BDMAP_O0000036,50.72935385882401,86.43595114899233,90.26409050555556,68.57408677231179,46.518614059411206,64.01226538882287,60.84857567176532,60.354692112936306,43.206751826407526,72.89421199742355,51.764705882352935,92.02453987730061,69.62962962962962,31.936127744510976,88.46153846153845,nan,nan,nan,75.87150311639368,33.29751181460626
BDMAP_O0000043,85.80229862339472,82.74617957829487,94.05027706493829,82.68956783814725,93.71590868407063,73.40455959718778,99.65506034434397,95.5407823912435,89.68829351849624,84.78667100436054,92.47986514328524,98.5645933014354,91.07563465061503,58.37676842889054,85.71428571428571,nan,nan,22.835181670549286,56.154822262203666,53.99894815116261
BDMAP_O0000038,84.80125303737006,91.58589112564559,93.38513841001365,71.66094644197834,74.46211962652744,90.0229650492231,90.48466518509002,72.63178803788915,82.45171635644024,83.8485560330204,86.84516880093132,94.17331936567568,57.31017770597738,84.77111070581799,58.699971615100765,nan,nan,nan,53.20030849413789,48.47196406199566
BDMAP_O0000058,52.23404793834814,88.31912836625857,88.30325674019193,91.9152829390103,43.209648247196725,98.49348315992029,95.54189993653222,94.25949649508922,92.27970477676281,85.5719992788155,100.0,100.0,94.84536082474227,79.45051338553144,84.88590604026845,nan,nan,0.0,79.26077052589878,59.287838006712725
BDMAP_O0000028,89.63861800794749,87.1777698482126,77.22704909094575,57.727762957077175,83.88809414066453,86.786811420512,46.4960724396594,75.78624712025662,62.61919218262361,80.19674309627212,93.7984496124031,99.02912621359222,80.80808080808082,81.25109208457101,84.80565371024734,nan,nan,73.1255298375201,19.706807684583975,9.168534331067441
BDMAP_O0000010,92.19998893600575,87.6156402136106,85.58898380161546,70.22870808406158,94.7713228322453,69.60807211966333,97.54431780609877,95.36098080622823,88.11416972500949,91.4182571082009,97.7481100209104,98.40255591054313,84.09893992932864,90.31667102852657,80.43478260869564,nan,nan,10.628116258830335,43.78919098931359,42.67382092875774
