case_name,ssim_3d,psnr_3d
BDMAP_O0000059,92.77746081352234,29.26053603871988
BDMAP_O0000058,92.96081066131592,31.245078798924702
BDMAP_O0000259,91.80942177772522,28.386030288676505
BDMAP_O0000258,94.07714009284973,30.46971946486044
BDMAP_O0000016,92.78421401977539,28.31145871410737
BDMAP_O0000021,94.7560727596283,31.509187844986744
BDMAP_O0000029,94.66607570648193,28.962866297406073
BDMAP_O0000049,91.92051887512207,28.007468407458155
BDMAP_O0000003,93.80306601524353,28.39881258990932
BDMAP_O0000096,95.00039219856262,30.976625061355236
BDMAP_O0000023,93.57206225395203,29.94181252963859
BDMAP_O0000018,84.14577841758728,28.78239251343615
BDMAP_O0000046,92.02156662940979,27.977095253017666
BDMAP_O0000019,93.94801259040833,29.129848256785987
BDMAP_O0000012,94.03178095817566,31.10285041274316
BDMAP_O0000022,93.45178604125977,30.52730017246628
BDMAP_O0000038,92.61524081230164,30.105027223820397
BDMAP_O0000014,88.9574944972992,29.49882620726831
BDMAP_O0000048,91.69023036956787,28.124476046999654
BDMAP_O0000050,91.88100695610046,28.148796804993353
BDMAP_O0000033,91.57864451408386,29.494099653851038
BDMAP_O0000004,92.02012419700623,30.097305465675795
BDMAP_O0000043,91.99396967887878,28.735148346771403
BDMAP_O0000045,88.33114504814148,27.29375520958979
BDMAP_O0000005,92.16461777687073,29.725845783123535
BDMAP_O0000037,93.42325329780579,30.77507839470309
BDMAP_O0000039,93.48441958427429,30.058946618003354
BDMAP_O0000044,88.65053057670593,25.96164841252541
BDMAP_O0000465,92.34668612480164,28.841581358199253
BDMAP_O0000460,92.88887977600098,30.579946955627022
BDMAP_O0000020,90.58076739311218,29.75599451638685
BDMAP_O0000047,72.15860486030579,18.895801121438296
BDMAP_O0000008,93.06313395500183,28.6063279096385
BDMAP_O0000461,92.5032377243042,29.45694275548323
BDMAP_O0000002,91.25645756721497,29.170267108445064
BDMAP_O0000001,91.94024205207825,29.91815398316898
