case_name,large_nsd_12,large_nsd_10,large_nsd_11,large_nsd_13,large_nsd_17,small_nsd_8,small_nsd_2,small_nsd_3,small_nsd_5,small_nsd_7,vessel_cldice_1,vessel_cldice_9,vessel_cldice_15,vessel_cldice_20,vessel_cldice_21,nonpdac_nsd_24,nonpdac_nsd_25,pdac_nsd_23,tubular_cldice_6,tubular_cldice_16
BDMAP_O0000049,69.0908583453366,77.81926333131456,81.81643696523753,42.32884894642186,85.31349893407804,67.36155733954863,0.0,62.05564755529532,10.67827868424405,58.66668034071449,59.88475055452538,71.83354236094375,0.0,38.73642787702348,0.0,nan,nan,0.0,35.03421903182192,29.940557077551787
BDMAP_O0000259,93.01909831245395,89.42536998922661,96.13984473428863,73.52295040514335,84.18923834774985,49.59764110309018,66.82841876849467,65.56444548754435,45.36626375356481,75.15893660251345,91.14060205365226,85.79625624026792,68.63036579301138,77.75820574267604,62.76722492164672,nan,nan,3.0902027632609648,24.61042889885281,23.786586246779333
BDMAP_O0000258,81.48485917003059,85.12332770016361,96.13181341347905,66.77098972869845,81.80751841495307,27.857376331967583,60.94498663336155,72.91521806307819,63.35651078364207,72.41333942224382,95.98301367165676,78.9587507570436,78.20515107720045,70.0069877895426,16.579077055603104,nan,nan,10.916245773076337,21.714431217666665,16.578904770883437
BDMAP_O0000003,67.57830760566952,89.62536004605006,88.6209096494035,45.64332976209949,78.41923213830563,68.98567900540009,91.06106735505959,67.73980575563225,42.459992488916455,71.68536684479336,91.05565555073983,81.19563769521896,84.25636843965188,61.794740021445826,74.95111274437218,nan,nan,3.031864199507322,21.10493133921596,33.41868291685773
BDMAP_O0000021,84.59920689142024,80.94215080937298,79.43463488654955,56.22315442874061,94.32230400932609,30.35675061251616,74.0640199212944,82.33655772890792,71.91048212442472,60.23495241983533,92.08035750852531,70.19510140372776,75.22806567731604,65.64462376587173,13.438531862989937,0.0,nan,26.332293457133076,20.84638643654384,8.247417589329887
BDMAP_O0000029,67.97195220658506,91.99537051536514,92.61733934746617,69.47620063718715,61.002890376948,63.18763933476112,74.97206595571056,71.6565352637217,62.85027050414572,67.57942818080309,83.53820513835137,89.60193403030888,69.72848909543993,64.51054748118223,61.267197296368046,nan,nan,0.0,42.62744112704471,15.813966251361226
BDMAP_O0000058,75.14505600319573,97.64573451334184,97.45060074458422,63.29559580015499,51.7088060077529,75.0499211946929,86.22928707813509,66.84023015085928,84.03613805158949,87.87420840509986,81.63717180843425,92.8775985752388,86.92372383742037,44.87503483997123,91.14095434483299,nan,nan,0.0,42.64929994311111,35.04917891486401
BDMAP_O0000023,67.51987804662323,66.74146456721674,73.66111040395631,39.34815746416527,72.66110174005107,0.07640215272155858,66.66646292655389,57.500308959859524,43.885814698706945,62.76000033350415,67.64384957016021,65.53881743830736,76.18608176590719,21.99786453969429,69.28054034212265,nan,nan,20.81045418731573,10.99494865022998,10.869924946623948
BDMAP_O0000018,52.96342242162137,52.94348995406851,86.58708834412452,49.02114166515747,51.68736852964976,83.65102534320674,33.378261321648466,34.86131717936844,70.03587212019669,40.31103852958575,63.95225333842917,66.86938165950573,17.07919839386115,24.027324897310358,68.84779413933163,nan,nan,0.0,11.762846118954046,5.9796193871389605
BDMAP_O0000038,79.7051250894156,88.7816056333179,89.74253196687356,63.27255404538826,71.36501701574926,82.73981588740395,82.06157892882243,61.26714077682608,70.48554457759192,57.43217724082877,73.49568262153981,60.30732456317085,55.09090521846408,74.14914197291364,45.958288893086184,nan,nan,nan,31.24944639489299,23.03335657658429
